Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned,Property Value,Property Lost,Contents Value,Contents Lost
16-0001240,599,Business office.,Business,321,Medical,EMS,None,42417.32277,42417.32267,42417.32564,42417.33641,0:04:16,0.013738426,C,3,1,4,0,0,0,0
16-0001241,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,42417.36424,42417.36265,42417.3644,42417.3716,0:02:31,0.008946759,C,MVFD,3,8,0,0,0,0
16-0001242,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,42417.37971,42417.37921,,42417.38873,,0.009513889,C,APFD,1,4,0,0,0,0
16-0001243,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42417.43462,42417.4342,42417.43792,42417.45047,0:05:21,0.016273148,C,2,1,3,0,0,0,0
16-0001244,419,1- or 2-family dwelling.,Residential,740,No Hazard,ALARM,None,42417.51843,42417.51819,42417.52162,42417.52413,0:04:56,0.0059375,C,2,1,4,0,0,0,0
16-0001245,342,"Doctor, dentist, or oral surgeon office.",Health Care or Detention,440,Hazard,HAZARDOUS CONDITION,Automatic Aid Received,42417.53547,42417.53509,42417.53795,42417.57288,0:04:07,0.037789352,C,8,8,23,0,0,0,0
16-0001246,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42417.55622,42417.55581,42417.55766,42417.56564,0:02:40,0.009826389,C,9,1,4,0,0,0,0
16-0001247,200,"Educational, other.",Educational,743,No Hazard,ALARM,None,42417.57166,42417.57145,42417.57389,42417.57948,0:03:31,0.008032407,C,5,3,11,0,0,0,0
16-0001249,311,"Nursing homes licensed by the State,.",Health Care or Detention,311,Medical,EMS,None,42417.72885,42417.72832,42417.73259,42417.74097,0:06:09,0.012650463,C,4,1,4,0,0,0,0
16-0001250,161,Restaurant or cafeteria.,Assembly,600,No Hazard,GOOD INTENT,None,42417.77399,42417.77313,42417.77802,42417.79932,0:07:03,0.02619213,C,9,5,12,0,0,0,0
16-0001251,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42417.79191,42417.7917,42417.79338,42417.80034,0:02:25,0.008634259,C,5,1,4,0,0,0,0
16-0001252,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42417.82365,42417.82346,42417.82568,42417.85168,0:03:12,0.028217593,C,8,1,4,0,0,0,0
16-0001253,161,Restaurant or cafeteria.,Assembly,622,No Hazard,GOOD INTENT,None,42417.85404,42417.85318,42417.85637,42417.86304,0:04:35,0.009861111,C,1,5,12,0,0,0,0
16-0001254,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42417.93674,42417.93656,42417.93959,42417.9542,0:04:22,0.017638889,C,3,1,4,0,0,0,0
16-0001255,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42417.9916,42417.99141,42417.99627,42418.00813,0:07:00,0.016712963,C,4,1,4,0,0,0,0
16-0001256,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42418.02509,42418.02477,42418.02854,42418.04134,0:05:26,0.016574074,C,1,1,4,0,0,0,0
16-0001257,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42418.08105,42418.0809,42418.08381,42418.08707,0:04:11,0.006168981,C,6,1,3,0,0,0,0
16-0001258,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42418.17314,42418.17294,42418.17796,42418.18715,0:07:14,0.014212963,C,8,1,4,0,0,0,0
16-0001259,419,1- or 2-family dwelling.,Residential,746,No Hazard,ALARM,None,42418.37049,42418.36885,42418.37418,42418.38676,0:07:40,0.017905093,A,5,2,9,0,0,0,0
16-0001260,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42418.40789,42418.40767,42418.41115,42418.41686,0:05:00,0.009189815,A,4,1,5,0,0,0,0
16-0001261,311,"Nursing homes licensed by the State,.",Health Care or Detention,733,No Hazard,ALARM,None,42418.41814,42418.41714,42418.42214,42418.42949,0:07:12,0.012349537,A,4,4,15,0,0,0,0
16-0001262,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,None,42418.48752,42418.48692,42418.48951,42418.50352,0:03:44,0.016597222,A,1,1,4,0,0,0,0
16-0001263,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42418.49668,42418.49615,42418.49902,42418.52593,0:04:08,0.029780093,A,2,2,9,0,0,0,0
16-0001264,962,"Residential street, road.",Outside,311,Medical,EMS,None,42418.63756,42418.63751,42418.64169,42418.64339,0:06:01,0.00587963,A,7,1,4,0,0,0,0
16-0001265,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42418.64906,42418.6488,42418.65125,42418.66236,0:03:32,0.013564815,A,8,1,4,0,0,0,0
16-0001266,961,Highway or divided highway.,Outside,131,Fire,VEHICLE,None,42418.65706,42418.65596,42418.66382,42418.67979,0:11:19,0.023831019,A,3,6,23,8800,0,800,500
16-0001267,254,Day care in commercial property.,Educational,321,Medical,EMS,None,42418.71035,42418.71002,42418.71274,42418.71991,0:03:55,0.009884259,A,3,1,5,0,0,0,0
16-0001268,963,Street or road in commercial area.,Outside,321,Medical,EMS,None,42418.78477,42418.78456,42418.78711,42418.80144,0:03:40,0.016875,A,7,1,4,0,0,0,0
16-0001269,419,1- or 2-family dwelling.,Residential,671,No Hazard,GOOD INTENT,None,42418.7851,42418.78385,42418.78791,42418.81081,0:05:50,0.026956019,A,5,4,14,0,0,0,0
16-0001271,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42418.89707,42418.89679,42418.89948,42418.91177,0:03:52,0.014976852,A,2,1,4,0,0,0,0
16-0001274,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42419.25977,42419.25955,42419.26322,42419.27429,0:05:17,0.01474537,A,4,1,5,0,0,0,0
16-0001275,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42419.26525,42419.265,42419.26891,42419.27921,0:05:38,0.014212963,A,4,1,4,0,0,0,0
16-0001276,419,1- or 2-family dwelling.,Residential,746,No Hazard,ALARM,None,42419.27799,42419.27701,42419.28214,42419.29418,0:07:23,0.017164352,A,5,2,9,0,0,0,0
16-0001277,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42419.32788,42419.32773,42419.33072,42419.33858,0:04:18,0.010844907,C,3,1,4,0,0,0,0
16-0001278,142,Clubhouse associated with country club.,Assembly,321,Medical,EMS,None,42419.33444,42419.33427,42419.33667,42419.34965,0:03:27,0.015381944,C,5,1,4,0,0,0,0
16-0001279,961,Highway or divided highway.,Outside,611,No Hazard,GOOD INTENT,Automatic Aid Given,42419.38704,42419.38588,,42419.39127,,0.005393519,C,1,2,7,0,0,0,0
16-0001280,213,Elementary school.,Educational,321,Medical,EMS,None,42419.45727,42419.45682,42419.46177,42419.47054,0:07:08,0.013726852,C,7,1,3,0,0,0,0
16-0001281,599,Business office.,Business,571,No Hazard,GOOD INTENT,None,42419.48124,42419.48124,42419.48124,42419.50655,0:00:00,0.0253125,C,3,1,1,0,0,0,0
16-0001282,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42419.49838,42419.49793,42419.50192,42419.50336,0:05:45,0.005428241,C,3,1,4,0,0,0,0
16-0001283,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42419.5325,42419.53243,42419.53591,42419.54851,0:05:01,0.016076389,C,8,1,4,0,0,0,0
16-0001284,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42419.54692,42419.54666,42419.54892,42419.568,0:03:16,0.021342593,C,1,1,4,0,0,0,0
16-0001285,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42419.55721,42419.55692,42419.56088,42419.57979,0:05:42,0.02287037,C,8,1,4,0,0,0,0
16-0001286,429,Multifamily dwelling.,Residential,111,Fire,STRUCTURE,Automatic Aid Received,42419.55782,42419.55705,42419.55991,42419.59304,0:04:07,0.03599537,C,4,8,23,686296,1000,0,100
16-0001287,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42419.56729,42419.56711,42419.57059,42419.57966,0:05:01,0.01255787,C,5,1,3,0,0,0,0
16-0001288,300,"Health care, detention, and correction.",Health Care or Detention,321,Medical,EMS,None,42419.63936,42419.63862,42419.64184,42419.65722,0:04:38,0.018599537,C,3,1,4,0,0,0,0
16-0001289,213,Elementary school.,Educational,321,Medical,EMS,None,42419.67469,42419.67427,42419.67817,42419.68863,0:05:37,0.014363426,C,4,1,4,0,0,0,0
16-0001290,429,Multifamily dwelling.,Residential,744,No Hazard,ALARM,None,42419.67541,42419.67399,42419.67869,42419.69242,0:06:46,0.018425926,C,7,4,11,0,0,0,0
16-0001291,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Automatic Aid Given,42419.70992,42419.70916,,42419.7158,,0.006643519,C,APFD,2,5,0,0,0,0
16-0001292,599,Business office.,Business,311,Medical,EMS,None,42419.71105,42419.71032,42419.71456,42419.71899,0:06:06,0.008668981,C,1,1,4,0,0,0,0
16-0001293,960,"Street, other.",Outside,322,Hazard,MVA,None,42419.71385,42419.71316,42419.7169,42419.73841,0:05:23,0.02525463,C,2,2,7,0,0,0,0
16-0001294,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,None,42419.74148,42419.74067,42419.74435,42419.7464,0:05:18,0.005729167,C,9,1,4,0,0,0,0
16-0001295,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42419.80368,42419.80291,42419.80767,42419.81596,0:06:52,0.013055556,C,8,2,7,0,0,0,0
16-0001296,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42419.85007,42419.84975,42419.85367,42419.861,0:05:39,0.01125,C,6,1,3,0,0,0,0
16-0001297,UUU,Undetermined.,Other,321,Medical,EMS,Automatic Aid Given,42419.85493,42419.85409,42419.85683,42419.88648,0:03:57,0.032395833,C,MVFD,2,7,0,0,0,0
16-0001298,449,"Hotel/Motel, commercial.",Residential,743,No Hazard,ALARM,None,42419.8739,42419.87302,42419.8777,42419.88807,0:06:44,0.015046296,C,1,2,7,0,0,0,0
16-0001299,938,Graded and cared-for plots of land.,Outside,311,Medical,EMS,None,42420.03566,42420.03484,42420.03976,42420.04588,0:07:05,0.011041667,C,5,2,7,0,0,0,0
16-0001300,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42420.08144,42420.08126,42420.08648,42420.09291,0:07:31,0.011643519,C,1,1,4,0,0,0,0
16-0001302,UUU,Undetermined.,Other,311,Medical,EMS,Automatic Aid Given,42420.2897,42420.28873,42420.29531,42420.29902,0:09:29,0.010289352,C,APFD,2,7,0,0,0,0
16-0001303,599,Business office.,Business,321,Medical,EMS,None,42420.31824,42420.31745,42420.32116,42420.33087,0:05:20,0.013414352,A,3,1,5,0,0,0,0
16-0001304,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42420.33781,42420.33664,42420.34028,42420.34969,0:05:14,0.013043981,A,1,1,4,0,0,0,0
16-0001305,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42420.35472,42420.35421,42420.35829,42420.36222,0:05:52,0.008009259,A,3,1,5,0,0,0,0
16-0001306,419,1- or 2-family dwelling.,Residential,113,Fire,STRUCTURE,None,42420.43926,42420.43774,42420.44419,42420.46436,0:09:17,0.02662037,A,5,2,7,143544,25,14500,0
16-0001307,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42420.44384,42420.44336,42420.44631,42420.4614,0:04:15,0.018043981,A,3,1,5,0,0,0,0
16-0001308,419,1- or 2-family dwelling.,Residential,522,No Hazard,ASSIST,None,42420.45921,42420.45839,42420.46206,42420.46632,0:05:17,0.007928241,A,9,3,8,0,0,0,0
16-0001309,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,42420.49278,42420.49226,42420.49448,42420.50101,0:03:12,0.00875,A,3,1,5,0,0,0,0
16-0001310,100,"Assembly, other.",Assembly,733,No Hazard,ALARM,None,42420.55652,42420.55538,42420.55919,42420.57854,0:05:29,0.023159722,A,9,2,7,0,0,0,0
16-0001311,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42420.55976,42420.55924,42420.56407,42420.59067,0:06:58,0.031435185,A,4,1,4,0,0,0,0
16-0001312,200,"Educational, other.",Educational,743,No Hazard,ALARM,Automatic Aid Received,42420.62681,42420.62604,42420.63175,42420.64372,0:08:13,0.017673611,A,6,4,13,0,0,0,0
16-0001313,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Given,42420.63097,42420.63052,42420.63382,42420.64581,0:04:45,0.015289352,A,WWFD,1,4,0,0,0,0
16-0001314,419,1- or 2-family dwelling.,Residential,671,No Hazard,GOOD INTENT,None,42420.68333,42420.68333,42420.68722,42420.69619,0:05:36,0.012858796,A,5,1,5,0,0,0,0
16-0001315,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42420.70499,42420.70471,42420.70663,42420.71931,0:02:46,0.014594907,A,3,1,5,0,0,0,0
16-0001317,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42420.83935,42420.83807,42420.84313,42420.84586,0:07:17,0.007789352,A,7,1,3,0,0,0,0
16-0001318,961,Highway or divided highway.,Outside,322,Hazard,MVA,Automatic Aid Given,42421.11833,42421.11786,42421.12179,42421.22513,0:05:40,0.107268519,A,WWFD,4,11,0,0,0,0
16-0001320,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42421.1339,42421.13317,42421.13726,42421.14968,0:05:53,0.01650463,A,4,1,4,0,0,0,0
16-0001321,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42421.34887,42421.3484,42421.35103,42421.36502,0:03:47,0.01662037,B,7,1,3,0,0,0,0
16-0001322,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42421.39656,42421.39598,42421.39994,42421.40517,0:05:42,0.009189815,B,3,1,4,0,0,0,0
16-0001323,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42421.46889,42421.46856,42421.47135,42421.48295,0:04:01,0.014386574,B,4,1,4,0,0,0,0
16-0001324,141,Athletic or health club.,Assembly,311,Medical,EMS,None,42421.49274,42421.49245,42421.49502,42421.49696,0:03:42,0.004502315,B,3,1,4,0,0,0,0
16-0001327,429,Multifamily dwelling.,Residential,746,No Hazard,ALARM,None,42421.59313,42421.59198,42421.59587,42421.61103,0:05:36,0.019050926,B,1,3,9,0,0,0,0
16-0001328,419,1- or 2-family dwelling.,Residential,745,No Hazard,ALARM,Automatic Aid Received,42421.5953,42421.59491,42421.60256,42421.60414,0:11:01,0.009236111,B,7,3,11,0,0,0,0
16-0001329,200,"Educational, other.",Educational,743,No Hazard,ALARM,None,42421.64131,42421.64014,42421.64412,42421.65556,0:05:44,0.015416667,B,5,2,9,0,0,0,0
16-0001330,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42421.64867,42421.64834,42421.65104,42421.6624,0:03:53,0.014050926,B,3,1,4,0,0,0,0
16-0001331,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42421.70683,42421.7065,42421.71025,42421.73164,0:05:24,0.025138889,B,9,1,5,0,0,0,0
16-0001332,142,Clubhouse associated with country club.,Assembly,745,No Hazard,ALARM,None,42421.73807,42421.7373,42421.7412,42421.7505,0:05:37,0.013194444,B,8,2,9,0,0,0,0
16-0001333,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42421.78336,42421.78294,42421.78813,42421.79116,0:07:28,0.008217593,B,7,1,3,0,0,0,0
16-0001334,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42421.79319,42421.79288,42421.79619,42421.80477,0:04:46,0.011886574,B,7,1,3,0,0,0,0
16-0001335,519,"Food and beverage sales, grocery store.",Business,321,Medical,EMS,None,42421.79534,42421.79486,42421.79652,42421.80537,0:02:23,0.010509259,B,2,1,4,0,0,0,0
16-0001336,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42421.81034,42421.81024,42421.81271,42421.82122,0:03:33,0.010972222,B,4,1,4,0,0,0,0
16-0001337,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42421.81762,42421.81706,42421.82046,42421.82194,0:04:54,0.004884259,B,8,1,5,0,0,0,0
16-0001338,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42421.82157,42421.82066,42421.82503,42421.82769,0:06:18,0.007025463,B,5,3,12,0,0,0,0
16-0001339,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42421.87837,42421.87817,42421.88097,42421.88192,0:04:02,0.00375,B,4,1,4,0,0,0,0
16-0001340,429,Multifamily dwelling.,Residential,321,Medical,EMS,Automatic Aid Received,42421.89181,42421.89155,42421.89584,42421.90508,0:06:11,0.013530093,B,3,1,4,0,0,0,0
16-0001341,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42422.07348,42422.07303,42422.07773,42422.08654,0:06:46,0.013506944,B,1,1,4,0,0,0,0
16-0001342,429,Multifamily dwelling.,Residential,671,No Hazard,GOOD INTENT,None,42422.07881,42422.07788,42422.08253,42422.09672,0:06:42,0.018842593,B,2,4,14,0,0,0,0
16-0001343,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42422.10319,42422.10302,42422.10631,42422.12346,0:04:44,0.020439815,B,3,1,4,0,0,0,0
16-0001344,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42422.12178,42422.12113,42422.12594,42422.13479,0:06:55,0.013657407,B,5,1,5,0,0,0,0
16-0001345,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42422.27568,42422.275,42422.27875,42422.29211,0:05:24,0.017106481,B,8,1,5,0,0,0,0
16-0001346,429,Multifamily dwelling.,Residential,733,No Hazard,ALARM,None,42422.30801,42422.30659,42422.31145,42422.32111,0:07:00,0.014525463,A,1,2,7,0,0,0,0
16-0001347,419,1- or 2-family dwelling.,Residential,746,No Hazard,ALARM,None,42422.32481,42422.32384,42422.32779,42422.339,0:05:41,0.015162037,A,2,2,7,0,0,0,0
16-0001348,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42422.33061,42422.33061,42422.33285,42422.34969,0:03:13,0.019074074,A,3,1,4,0,0,0,0
16-0001349,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42422.33385,42422.33336,42422.33701,42422.34375,0:05:16,0.010393519,A,7,1,3,0,0,0,0
16-0001350,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42422.33587,42422.33567,42422.33907,42422.35125,0:04:54,0.015578704,A,9,1,4,0,0,0,0
16-0001351,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42422.37786,42422.37755,42422.38029,42422.3915,0:03:57,0.013958333,A,2,1,3,0,0,0,0
16-0001352,599,Business office.,Business,321,Medical,EMS,Automatic Aid Received,42422.41819,42422.41807,42422.42233,42422.42922,0:06:08,0.011157407,A,1,1,4,0,0,0,0
16-0001353,592,Bank.,Business,321,Medical,EMS,None,42422.41758,42422.41742,42422.41951,42422.44625,0:03:01,0.028831019,A,3,1,4,0,0,0,0
16-0001354,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42422.61624,42422.6156,42422.61848,42422.63675,0:04:09,0.021145833,A,2,1,3,0,0,0,0
16-0001356,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42422.68823,42422.68789,42422.68981,42422.6977,0:02:46,0.009803241,A,1,1,4,0,0,0,0
16-0001357,962,"Residential street, road.",Outside,322,Hazard,MVA,None,42422.72185,42422.72149,42422.72384,42422.76962,0:03:23,0.048125,A,2,2,7,0,0,0,0
16-0001358,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42422.73359,42422.73292,42422.73655,42422.75462,0:05:14,0.021701389,A,2,2,8,0,0,0,0
16-0001359,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42422.74361,42422.74304,42422.7467,42422.74976,0:05:16,0.006712963,A,8,1,4,0,0,0,0
16-0001360,962,"Residential street, road.",Outside,322,Hazard,MVA,None,42422.75176,42422.75116,42422.75458,42422.76759,0:04:56,0.016435185,A,9,3,11,0,0,0,0
16-0001361,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42422.755,42422.75346,42422.75844,42422.76209,0:07:10,0.008634259,A,5,2,8,0,0,0,0
16-0001362,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42422.77057,42422.76987,42422.77142,42422.77994,0:02:14,0.010069444,A,2,1,4,0,0,0,0
16-0001363,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42422.78141,42422.781,42422.78493,42422.79704,0:05:40,0.016041667,A,7,1,3,0,0,0,0
16-0001364,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42422.78884,42422.78845,42422.79102,42422.79615,0:03:42,0.007696759,A,2,1,3,0,0,0,0
16-0001365,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42422.81301,42422.81282,42422.81648,42422.82942,0:05:16,0.016597222,A,7,1,3,0,0,0,0
16-0001366,141,Athletic or health club.,Assembly,321,Medical,EMS,None,42422.81576,42422.81558,42422.81817,42422.82927,0:03:44,0.01369213,A,3,1,5,0,0,0,0
16-0001367,961,Highway or divided highway.,Outside,324,Hazard,MVA,Automatic Aid Given,42422.841,42422.84067,42422.84536,42422.85606,0:06:45,0.015393519,A,MVFD,4,11,0,0,0,0
16-0001368,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,42422.84587,42422.84552,42422.84836,42422.8891,0:04:05,0.043576389,A,MVFD,4,13,0,0,0,0
16-0001369,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42422.94265,42422.94251,42422.94563,42422.95368,0:04:29,0.011168981,A,5,1,4,0,0,0,0
16-0001370,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42423.06458,42423.06439,42423.06688,42423.07907,0:03:35,0.0146875,A,2,1,4,0,0,0,0
16-0001371,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42423.31449,42423.31421,42423.31777,42423.32088,0:05:07,0.006666667,B,9,2,8,0,0,0,0
16-0001372,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42423.31126,42423.31108,42423.31456,42423.33534,0:05:01,0.024259259,B,8,1,4,0,0,0,0
16-0001373,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42423.32663,42423.32641,42423.32998,42423.34012,0:05:08,0.013703704,B,2,1,5,0,0,0,0
16-0001374,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42423.33509,42423.33487,42423.33617,42423.35668,0:01:52,0.021805556,B,8,3,11,0,0,0,0
16-0001375,215,"High school, junior high, middle school.",Educational,322,Hazard,MVA,None,42423.44257,42423.44208,42423.44528,42423.45683,0:04:36,0.01474537,B,5,2,7,0,0,0,0
16-0001376,121,"Ballroom, gymnasium.",Assembly,743,No Hazard,ALARM,Automatic Aid Received,42423.44353,42423.44289,42423.44856,42423.4563,0:08:10,0.013402778,B,6,4,15,0,0,0,0
16-0001377,962,"Residential street, road.",Outside,324,Hazard,MVA,Mutual Aid Given,42423.45296,42423.45292,42423.45296,42423.46432,0:00:04,0.011400463,B,FWFD,1,4,0,0,0,0
16-0001378,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42423.46196,42423.46171,42423.46339,42423.47022,0:02:25,0.008506944,B,4,2,8,0,0,0,0
16-0001379,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42423.54332,42423.54315,42423.54597,42423.56091,0:04:04,0.017766204,B,8,1,4,0,0,0,0
16-0001380,241,"Adult education center, college classroom.",Educational,611,No Hazard,GOOD INTENT,None,42423.601,42423.60068,,42423.60267,,0.001990741,B,6,1,5,0,0,0,0
16-0001381,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42423.70709,42423.70681,42423.71093,42423.71264,0:05:56,0.005833333,B,8,1,5,0,0,0,0
16-0001382,961,Highway or divided highway.,Outside,622,No Hazard,GOOD INTENT,None,42423.72034,42423.71895,42423.72375,42423.72962,0:06:55,0.010671296,B,5,1,5,0,0,0,0
16-0001383,215,"High school, junior high, middle school.",Educational,743,No Hazard,ALARM,None,42423.73634,42423.73561,42423.73794,42423.75031,0:03:21,0.014699074,B,9,4,15,0,0,0,0
16-0001384,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42423.73872,42423.73853,42423.74042,42423.75031,0:02:43,0.011782407,B,3,1,5,0,0,0,0
16-0001385,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42423.75204,42423.75186,42423.75367,42423.75911,0:02:36,0.00724537,B,6,1,4,0,0,0,0
16-0001386,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42423.76091,42423.76075,42423.76307,42423.77299,0:03:20,0.012233796,B,8,1,5,0,0,0,0
16-0001388,141,Athletic or health club.,Assembly,321,Medical,EMS,None,42423.77075,42423.77052,42423.77274,42423.78319,0:03:12,0.012673611,B,3,1,5,0,0,0,0
16-0001389,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,None,42423.75513,42423.75462,42423.75883,42423.77619,0:06:04,0.021574074,B,5,4,13,0,0,0,0
16-0001390,599,Business office.,Business,743,No Hazard,ALARM,None,42423.86951,42423.86847,42423.87347,42423.88791,0:07:12,0.01943287,B,3,2,9,0,0,0,0
16-0001391,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42423.93324,42423.93301,42423.93581,42423.94944,0:04:02,0.016435185,B,4,1,4,0,0,0,0
16-0001392,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42423.99571,42423.99557,42423.99862,42424.00593,0:04:24,0.010358796,B,3,1,5,0,0,0,0
16-0001393,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42424.11149,42424.11123,42424.11471,42424.12435,0:05:01,0.013125,B,4,1,4,0,0,0,0
16-0001394,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42424.15141,42424.15127,42424.15559,42424.16421,0:06:13,0.012939815,B,5,1,5,0,0,0,0
16-0001395,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42424.15581,42424.15564,42424.16045,42424.16883,0:06:56,0.013194444,B,7,1,3,0,0,0,0
16-0001396,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42424.16671,42424.16654,42424.16932,42424.18175,0:04:00,0.015208333,B,2,1,4,0,0,0,0
16-0001397,419,1- or 2-family dwelling.,Residential,442,Hazard,HAZARDOUS CONDITION,None,42424.22039,42424.21986,42424.22493,42424.23927,0:07:18,0.019409722,B,5,3,10,0,0,0,0
16-0001398,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42424.2722,42424.27208,42424.27659,42424.2883,0:06:29,0.016215278,B,1,1,4,0,0,0,0
16-0001399,332,Hospices.,Health Care or Detention,311,Medical,EMS,None,42424.31729,42424.31705,42424.32113,42424.32716,0:05:53,0.010115741,C,2,1,3,0,0,0,0
16-0001400,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42424.3234,42424.32303,42424.32667,42424.33741,0:05:14,0.014375,C,4,1,4,0,0,0,0
16-0001401,963,Street or road in commercial area.,Outside,324,Hazard,MVA,None,42424.34819,42424.34804,42424.34865,42424.36407,0:00:52,0.016030093,C,5,3,8,0,0,0,0
16-0001402,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42424.3497,42424.34943,42424.35146,42424.36791,0:02:55,0.018472222,C,4,1,4,0,0,0,0
